"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.171191991E0,9.684545517E0,-3.591302410E-2,9.097966552E-1,9.727252519E0
3.181454823E0,9.674968719E0,-2.992752194E-2,8.942343593E-1,9.716252903E0
3.191271135E0,9.678560257E0,-2.753331885E-2,9.014169574E-1,9.720485547E0
3.202987286E0,9.683348656E0,-3.711012751E-2,9.097966552E-1,9.726065407E0
3.212190882E0,9.683348656E0,-3.711012751E-2,9.097966552E-1,9.726065407E0
3.221687029E0,9.684545517E0,-3.232172132E-2,9.074024558E-1,9.727016284E0
3.231499425E0,9.677363396E0,-3.830722719E-2,9.062053561E-1,9.719775609E0
3.241338436E0,9.689333916E0,-2.992752194E-2,9.026140571E-1,9.731330820E0
3.251274009E0,9.684545517E0,-3.830722719E-2,9.109937549E-1,9.727373692E0
3.261234816E0,9.689333916E0,-3.471592441E-2,9.014169574E-1,9.731235762E0
3.271175715E0,9.684545517E0,-3.351882473E-2,9.097966552E-1,9.727243974E0
3.281355253E0,9.685743332E0,-2.753331885E-2,8.966285586E-1,9.727195112E0
3.291224292E0,9.682151794E0,-3.830722719E-2,9.026140571E-1,9.724209117E0
3.301502406E0,9.690531731E0,-3.112462163E-2,9.085995555E-1,9.733084152E0
3.311384484E0,9.685743332E0,-2.274491638E-2,9.145850539E-1,9.728854354E0
3.321231512E0,9.685743332E0,-3.351882473E-2,9.085995555E-1,9.728324653E0
3.331871953E0,9.679757118E0,-3.112462163E-2,9.157821536E-1,9.723030575E0
3.341480533E0,9.689333916E0,-3.471592441E-2,8.930372596E-1,9.730463117E0
3.351361802E0,9.678560257E0,-3.351882473E-2,9.074024558E-1,9.721061227E0
3.361216916E0,9.679757118E0,-2.753331885E-2,9.002198577E-1,9.721566322E0
3.371865697E0,9.685743332E0,-2.753331885E-2,9.026140571E-1,9.727748666E0
3.381479853E0,9.688137054E0,-2.873042040E-2,8.990227580E-1,9.729803027E0
3.391301853E0,9.677363396E0,-3.112462163E-2,8.966285586E-1,9.718861755E0
3.401214494E0,9.684545517E0,-3.830722719E-2,9.062053561E-1,9.726926414E0
3.411165215E0,9.689333916E0,-3.471592441E-2,9.002198577E-1,9.731124946E0
3.421180497E0,9.684545517E0,-3.830722719E-2,9.085995555E-1,9.727149761E0
3.431435873E0,9.686940193E0,-3.830722719E-2,8.990227580E-1,9.728644287E0
3.441530618E0,9.690531731E0,-3.471592441E-2,9.062053561E-1,9.732873089E0
3.451792704E0,9.685743332E0,-3.711012751E-2,9.038111567E-1,9.727891635E0
3.461455388E0,9.686940193E0,-2.873042040E-2,9.002198577E-1,9.728721989E0
3.471271938E0,9.680954933E0,-3.232172132E-2,8.966285586E-1,9.722441868E0
3.481402791E0,9.680954933E0,-3.112462163E-2,8.966285586E-1,9.722437962E0
3.491833765E0,9.682151794E0,-2.513911761E-2,9.074024558E-1,9.724611795E0
3.501547455E0,9.679757118E0,-3.591302410E-2,9.038111567E-1,9.721926878E0
3.511308128E0,9.691728592E0,-3.950432688E-2,9.050082564E-1,9.733971627E0
3.521199324E0,9.689333916E0,-4.189852998E-2,9.062053561E-1,9.731708759E0
3.531455286E0,9.683348656E0,-2.992752194E-2,8.942343593E-1,9.724597263E0
3.541317616E0,9.683348656E0,-2.753331885E-2,9.002198577E-1,9.725142419E0
3.551204276E0,9.685743332E0,-2.154781483E-2,8.978256583E-1,9.727290430E0
3.561135419E0,9.679757118E0,-3.950432688E-2,9.014169574E-1,9.721718520E0
3.571287631E0,9.685743332E0,-3.112462163E-2,8.930372596E-1,9.726875561E0
3.581279570E0,9.690531731E0,-3.711012751E-2,9.026140571E-1,9.732548203E0
3.591184993E0,9.684545517E0,-3.591302410E-2,8.978256583E-1,9.726140166E0
3.601128277E0,9.682151794E0,-2.992752194E-2,9.002198577E-1,9.723957775E0
3.611215205E0,9.690531731E0,-3.351882473E-2,9.121908545E-1,9.733428013E0
3.621175987E0,9.684545517E0,-3.711012751E-2,9.002198577E-1,9.726365962E0
3.631289347E0,9.685743332E0,-3.950432688E-2,9.097966552E-1,9.728458996E0
3.641255350E0,9.679757118E0,-2.873042040E-2,8.930372596E-1,9.720907306E0
3.651175148E0,9.680954933E0,-4.429273307E-2,9.085995555E-1,9.723600332E0
3.661141219E0,9.682151794E0,-2.753331885E-2,9.038111567E-1,9.724283833E0
3.671119567E0,9.677363396E0,-2.394201607E-2,9.062053561E-1,9.719729608E0
3.681200199E0,9.680954933E0,-4.429273307E-2,9.085995555E-1,9.723600332E0
3.691136739E0,9.685743332E0,-3.471592441E-2,8.978256583E-1,9.727328513E0
3.701718369E0,9.694122314E0,-3.232172132E-2,9.097966552E-1,9.736774728E0
3.711484705E0,9.684545517E0,-3.232172132E-2,9.074024558E-1,9.727016284E0
3.721284123E0,9.685743332E0,-3.830722719E-2,9.062053561E-1,9.728119011E0
3.731874665E0,9.689333916E0,-2.513911761E-2,8.990227580E-1,9.730984823E0
3.741486498E0,9.688137054E0,-3.591302410E-2,9.062053561E-1,9.730493178E0
3.751308977E0,9.688137054E0,-3.351882473E-2,9.062053561E-1,9.730484636E0
3.761186311E0,9.679757118E0,-2.633621916E-2,8.966285586E-1,9.721231107E0
3.771235420E0,9.683348656E0,-3.471592441E-2,9.109937549E-1,9.726168619E0
3.781173282E0,9.689333916E0,-3.112462163E-2,9.074024558E-1,9.731779883E0
3.791536458E0,9.691728592E0,-3.471592441E-2,8.978256583E-1,9.733288201E0
3.801580702E0,9.684545517E0,-3.232172132E-2,9.074024558E-1,9.727016284E0
3.811429074E0,9.686940193E0,-3.112462163E-2,9.050082564E-1,9.729173603E0
3.821273364E0,9.691728592E0,-2.394201607E-2,8.966285586E-1,9.733145385E0
3.831603660E0,9.679757118E0,-4.189852998E-2,8.966285586E-1,9.721285724E0
3.841389642E0,9.683348656E0,-3.591302410E-2,9.026140571E-1,9.725391667E0
3.851241669E0,9.685743332E0,-2.873042040E-2,8.990227580E-1,9.727419558E0
3.861173177E0,9.680954933E0,-4.309562966E-2,9.038111567E-1,9.723148680E0
3.871133020E0,9.683348656E0,-3.112462163E-2,8.942343593E-1,9.724601021E0
3.881175806E0,9.677363396E0,-3.112462163E-2,8.966285586E-1,9.718861755E0
3.891140012E0,9.673771858E0,-3.591302410E-2,9.085995555E-1,9.716414198E0
3.901299354E0,9.682151794E0,-2.992752194E-2,8.930372596E-1,9.723295459E0
3.911187020E0,9.684545517E0,-3.112462163E-2,9.002198577E-1,9.726344966E0
3.921144343E0,9.686940193E0,-3.711012751E-2,9.062053561E-1,9.729306019E0
3.931615843E0,9.688137054E0,-3.232172132E-2,8.978256583E-1,9.729703757E0
3.941358259E0,9.680954933E0,-2.992752194E-2,9.062053561E-1,9.723322077E0
3.951564910E0,9.679757118E0,-3.471592441E-2,8.954314590E-1,9.721147081E0
3.961333340E0,9.685743332E0,-3.351882473E-2,8.954314590E-1,9.727103623E0
3.971273310E0,9.682151794E0,-3.471592441E-2,8.990227580E-1,9.723862940E0
3.981187331E0,9.679757118E0,-3.112462163E-2,8.978256583E-1,9.721355745E0
3.991797962E0,9.684545517E0,-3.351882473E-2,9.085995555E-1,9.727132082E0
4.001456793E0,9.685743332E0,-3.471592441E-2,8.930372596E-1,9.726887716E0
4.011260661E0,9.684545517E0,-3.471592441E-2,9.026140571E-1,9.726579008E0
4.021525382E0,9.688137054E0,-3.232172132E-2,8.978256583E-1,9.729703757E0
4.031575919E0,9.685743332E0,-2.394201607E-2,8.870517015E-1,9.726307513E0
4.041654886E0,9.673771858E0,-3.351882473E-2,8.990227580E-1,9.715514778E0
4.051675281E0,9.683348656E0,-2.753331885E-2,8.990227580E-1,9.725031681E0
4.061680036E0,9.695320129E0,-2.633621916E-2,8.954314590E-1,9.736617662E0
4.071453767E0,9.679757118E0,-3.591302410E-2,8.966285586E-1,9.721261769E0
4.081410581E0,9.685743332E0,-2.992752194E-2,8.990227580E-1,9.727423167E0
4.091249144E0,9.685743332E0,-2.873042040E-2,8.942343593E-1,9.726978175E0
4.101187566E0,9.683348656E0,-3.591302410E-2,8.954314590E-1,9.724727679E0
4.111140345E0,9.692925453E0,-3.471592441E-2,9.050082564E-1,9.735145042E0
4.121517411E0,9.691728592E0,-3.351882473E-2,8.930372596E-1,9.732843478E0
4.131511335E0,9.690531731E0,-3.830722719E-2,8.954314590E-1,9.731889342E0
4.141347125E0,9.686940193E0,-3.471592441E-2,9.002198577E-1,9.728741506E0
4.151223640E0,9.672574997E0,-2.274491638E-2,8.930372596E-1,9.713739751E0
4.161154319E0,9.678560257E0,-4.189852998E-2,8.954314590E-1,9.719983623E0
4.171191768E0,9.683348656E0,-4.189852998E-2,9.038111567E-1,9.725526787E0
4.181229425E0,9.679757118E0,-2.873042040E-2,9.026140571E-1,9.721791781E0
4.191163410E0,9.678560257E0,-2.992752194E-2,9.050082564E-1,9.720826315E0
4.201126574E0,9.691728592E0,-3.351882473E-2,9.074024558E-1,9.734172067E0
4.211097869E0,9.685743332E0,-4.070143029E-2,8.954314590E-1,9.727131026E0
4.221089845E0,9.682151794E0,-4.070143029E-2,8.990227580E-1,9.723886152E0
4.231120442E0,9.685743332E0,-3.351882473E-2,8.978256583E-1,9.727324314E0
4.241120246E0,9.688137054E0,-2.394201607E-2,8.942343593E-1,9.729348791E0
4.251144549E0,9.672574997E0,-3.711012751E-2,8.930372596E-1,9.713784009E0
4.261296024E0,9.684545517E0,-4.189852998E-2,9.002198577E-1,9.726385410E0
4.271207568E0,9.689333916E0,-3.232172132E-2,9.026140571E-1,9.731338477E0
4.281312950E0,9.677363396E0,-3.471592441E-2,8.954314590E-1,9.718763552E0
4.291197828E0,9.683348656E0,-2.513911761E-2,8.954314590E-1,9.724693859E0
4.301162950E0,9.684545517E0,-2.753331885E-2,8.942343593E-1,9.725781976E0
4.311114443E0,9.683348656E0,-3.950432688E-2,9.014169574E-1,9.725294562E0
4.323376934E0,9.696516991E0,-3.950432688E-2,8.918401599E-1,9.737524388E0
4.332474768E0,9.696516991E0,-3.950432688E-2,8.918401599E-1,9.737524388E0
4.341846940E0,9.691728592E0,-2.394201607E-2,8.906430602E-1,9.732595819E0
4.351478261E0,9.684545517E0,-3.591302410E-2,8.942343593E-1,9.725809308E0
4.361278374E0,9.686940193E0,-2.513911761E-2,9.002198577E-1,9.728712046E0
4.371315879E0,9.685743332E0,-3.112462163E-2,8.990227580E-1,9.727426924E0
4.381504866E0,9.683348656E0,-3.591302410E-2,9.014169574E-1,9.725280637E0
4.391288682E0,9.682151794E0,-2.633621916E-2,8.942343593E-1,9.723395089E0
4.401230642E0,9.684545517E0,-3.711012751E-2,8.858546019E-1,9.725046910E0
4.411556101E0,9.680954933E0,-3.950432688E-2,8.954314590E-1,9.722358073E0
4.421363050E0,9.684545517E0,-2.394201607E-2,8.942343593E-1,9.725772472E0
4.431353503E0,9.685743332E0,-2.753331885E-2,8.894459605E-1,9.726535668E0
4.441508990E0,9.684545517E0,-2.873042040E-2,8.954314590E-1,9.725895579E0
4.451432307E0,9.680954933E0,-3.351882473E-2,8.990227580E-1,9.722667013E0
4.461308705E0,9.680954933E0,-3.471592441E-2,8.978256583E-1,9.722560595E0
4.471197737E0,9.680954933E0,-3.711012751E-2,9.026140571E-1,9.723012790E0
4.481145144E0,9.689333916E0,-3.112462163E-2,8.978256583E-1,9.730891603E0
4.491156191E0,9.688137054E0,-3.351882473E-2,8.858546019E-1,9.728610460E0
4.501408381E0,9.683348656E0,-3.112462163E-2,8.930372596E-1,9.724491014E0
4.511260960E0,9.678560257E0,-3.591302410E-2,8.954314590E-1,9.719959665E0
4.521176182E0,9.683348656E0,-3.591302410E-2,9.014169574E-1,9.725280637E0
4.531130252E0,9.680954933E0,-3.950432688E-2,9.026140571E-1,9.723022223E0
4.541158771E0,9.682151794E0,-3.591302410E-2,8.930372596E-1,9.723315724E0
4.551226624E0,9.683348656E0,-3.351882473E-2,8.942343593E-1,9.724608979E0
4.561151358E0,9.685743332E0,-3.830722719E-2,9.026140571E-1,9.727785127E0
4.571200678E0,9.686940193E0,-3.351882473E-2,8.894459605E-1,9.727746293E0
4.581235156E0,9.683348656E0,-4.070143029E-2,8.990227580E-1,9.725077877E0
4.591211093E0,9.685743332E0,-3.351882473E-2,9.038111567E-1,9.727878598E0
4.601319087E0,9.684545517E0,-3.351882473E-2,9.050082564E-1,9.726797280E0
4.612353918E0,9.686940193E0,-3.711012751E-2,9.050082564E-1,9.729194592E0
4.622664146E0,9.678560257E0,-3.591302410E-2,9.026140571E-1,9.720623978E0
4.631886629E0,9.682151794E0,-4.070143029E-2,9.109937549E-1,9.725000236E0
4.642245944E0,9.683348656E0,-3.471592441E-2,8.966285586E-1,9.724833631E0
4.651943622E0,9.688137054E0,-3.711012751E-2,8.846575022E-1,9.728514565E0
4.661534154E0,9.692925453E0,-2.633621916E-2,8.954314590E-1,9.734233146E0
4.671323404E0,9.683348656E0,-3.112462163E-2,9.002198577E-1,9.725153249E0
4.681282977E0,9.682151794E0,-2.873042040E-2,8.858546019E-1,9.722634786E0
4.691197529E0,9.683348656E0,-2.753331885E-2,8.918401599E-1,9.724370321E0
4.701194675E0,9.678560257E0,-3.112462163E-2,8.954314590E-1,9.719943152E0
4.711140201E0,9.690531731E0,-3.232172132E-2,9.062053561E-1,9.732864844E0
4.721131949E0,9.685743332E0,-3.112462163E-2,9.002198577E-1,9.727537634E0
4.731306573E0,9.685743332E0,-3.351882473E-2,9.002198577E-1,9.727545589E0
4.741199614E0,9.677363396E0,-4.309562966E-2,8.930372596E-1,9.718576803E0
4.751171108E0,9.686940193E0,-3.232172132E-2,8.870517015E-1,9.727523617E0
4.761231100E0,9.682151794E0,-2.873042040E-2,8.870517015E-1,9.722743930E0
4.771155549E0,9.688137054E0,-2.753331885E-2,8.858546019E-1,9.728591678E0
4.781294102E0,9.682151794E0,-4.189852998E-2,9.002198577E-1,9.724001987E0
4.791218300E0,9.688137054E0,-2.873042040E-2,9.038111567E-1,9.730246638E0
4.801153863E0,9.685743332E0,-3.830722719E-2,9.038111567E-1,9.727896275E0
4.811451540E0,9.684545517E0,-4.189852998E-2,8.966285586E-1,9.726053677E0
4.821323061E0,9.683348656E0,-3.830722719E-2,9.157821536E-1,9.726631770E0
4.831317285E0,9.692925453E0,-2.992752194E-2,8.954314590E-1,9.734243525E0
4.841215282E0,9.683348656E0,-3.591302410E-2,8.990227580E-1,9.725059015E0
4.851484385E0,9.682151794E0,-3.112462163E-2,8.954314590E-1,9.723519405E0
4.861290160E0,9.682151794E0,-3.112462163E-2,9.002198577E-1,9.723961533E0
4.871190235E0,9.692925453E0,-3.711012751E-2,9.014169574E-1,9.734820673E0
4.881129518E0,9.682151794E0,-3.591302410E-2,9.097966552E-1,9.724869309E0
4.891103690E0,9.680954933E0,-3.112462163E-2,8.990227580E-1,9.722659054E0
4.901306427E0,9.679757118E0,-2.753331885E-2,9.014169574E-1,9.721677246E0
4.911209827E0,9.683348656E0,-3.112462163E-2,9.133879542E-1,9.726381007E0
4.921190121E0,9.682151794E0,-3.112462163E-2,9.097966552E-1,9.724852804E0
4.931175346E0,9.684545517E0,-2.753331885E-2,8.966285586E-1,9.726002402E0
4.941195719E0,9.688137054E0,-2.753331885E-2,9.038111567E-1,9.730243177E0
4.951158874E0,9.692925453E0,-2.992752194E-2,9.002198577E-1,9.734685166E0
4.961169566E0,9.680954933E0,-3.830722719E-2,9.038111567E-1,9.723128636E0
4.971267985E0,9.679757118E0,-3.112462163E-2,9.002198577E-1,9.721577156E0
4.981167221E0,9.676166534E0,-2.753331885E-2,8.942343593E-1,9.717438550E0
4.991173089E0,9.686940193E0,-2.753331885E-2,9.074024558E-1,9.729385777E0
5.001175736E0,9.683348656E0,-3.112462163E-2,8.990227580E-1,9.725042511E0
5.011142997E0,9.686940193E0,-2.633621916E-2,8.918401599E-1,9.727943399E0
5.021180534E0,9.686940193E0,-3.711012751E-2,9.026140571E-1,9.728972176E0
5.031184172E0,9.678560257E0,-2.753331885E-2,9.074024558E-1,9.721042431E0
5.041134637E0,9.689333916E0,-2.873042040E-2,9.002198577E-1,9.731105434E0
5.051202448E0,9.684545517E0,-3.471592441E-2,9.002198577E-1,9.726357122E0
5.061193020E0,9.683348656E0,-2.753331885E-2,9.014169574E-1,9.725253303E0
5.071137264E0,9.690531731E0,-2.992752194E-2,9.038111567E-1,9.732634560E0
5.081120011E0,9.678560257E0,-2.633621916E-2,9.062053561E-1,9.720927445E0
5.091105187E0,9.685743332E0,-3.351882473E-2,9.014169574E-1,9.727656446E0
5.101178712E0,9.672574997E0,-2.633621916E-2,8.978256583E-1,9.714190217E0
5.111129667E0,9.686940193E0,-2.633621916E-2,8.918401599E-1,9.727943399E0
5.121140197E0,9.684545517E0,-2.633621916E-2,9.133879542E-1,9.727558431E0
5.131198874E0,9.683348656E0,-3.591302410E-2,8.978256583E-1,9.724948424E0
5.141170504E0,9.690531731E0,-2.513911761E-2,9.026140571E-1,9.732509920E0
5.151969470E0,9.686940193E0,-3.591302410E-2,8.930372596E-1,9.728083861E0
5.161595906E0,9.685743332E0,-2.992752194E-2,8.966285586E-1,9.727202184E0
5.171456988E0,9.684545517E0,-3.112462163E-2,8.978256583E-1,9.726123664E0
5.181697321E0,9.685743332E0,-3.232172132E-2,9.014169574E-1,9.727652395E0
5.191659701E0,9.692925453E0,-3.232172132E-2,8.966285586E-1,9.734361371E0
5.201621152E0,9.682151794E0,-2.873042040E-2,9.002198577E-1,9.723954165E0
5.211682919E0,9.683348656E0,-3.112462163E-2,9.062053561E-1,9.725709130E0
5.221421537E0,9.688137054E0,-3.711012751E-2,9.026140571E-1,9.730163867E0
5.231315064E0,9.689333916E0,-2.992752194E-2,9.026140571E-1,9.731330820E0
5.241195317E0,9.686940193E0,-2.633621916E-2,8.906430602E-1,9.727833724E0
5.251526486E0,9.685743332E0,-3.112462163E-2,8.978256583E-1,9.727316359E0
5.261298034E0,9.694122314E0,-3.232172132E-2,8.906430602E-1,9.735003708E0
5.271595526E0,9.683348656E0,-3.232172132E-2,9.014169574E-1,9.725268038E0
5.281608335E0,9.700108528E0,-3.471592441E-2,9.014169574E-1,9.741964031E0
5.291366406E0,9.689333916E0,-3.232172132E-2,8.954314590E-1,9.730674895E0
5.301638306E0,9.683348656E0,-3.591302410E-2,8.978256583E-1,9.724948424E0
5.311599282E0,9.679757118E0,-3.351882473E-2,8.966285586E-1,9.721253219E0
5.321429327E0,9.683348656E0,-3.471592441E-2,8.990227580E-1,9.725054668E0
5.331258595E0,9.684545517E0,-3.351882473E-2,8.966285586E-1,9.726021188E0
5.341569505E0,9.683348656E0,-2.873042040E-2,9.026140571E-1,9.725367796E0
5.351904569E0,9.697713852E0,-3.591302410E-2,8.990227580E-1,9.739362691E0
5.361549393E0,9.689333916E0,-2.873042040E-2,8.882488012E-1,9.730005298E0
5.371386206E0,9.683348656E0,-2.753331885E-2,8.978256583E-1,9.724921089E0
5.381242815E0,9.686940193E0,-3.471592441E-2,9.026140571E-1,9.728963338E0
5.391365417E0,9.684545517E0,-3.351882473E-2,9.002198577E-1,9.726352923E0
5.401332343E0,9.682151794E0,-3.711012751E-2,9.038111567E-1,9.724315664E0
5.411211092E0,9.680954933E0,-2.513911761E-2,9.050082564E-1,9.723197022E0
5.421217342E0,9.682151794E0,-2.873042040E-2,8.918401599E-1,9.723181973E0
5.431148019E0,9.684545517E0,-2.992752194E-2,8.906430602E-1,9.725459505E0
5.441189269E0,9.685743332E0,-2.513911761E-2,8.954314590E-1,9.727078357E0
5.451342680E0,9.679757118E0,-3.112462163E-2,9.002198577E-1,9.721577156E0
5.461440271E0,9.694122314E0,-3.351882473E-2,8.954314590E-1,9.735447009E0
5.473655968E0,9.683348656E0,-2.873042040E-2,8.990227580E-1,9.725035144E0
5.491082759E0,9.684545517E0,-3.232172132E-2,8.978256583E-1,9.726127568E0
5.501073175E0,9.684545517E0,-3.112462163E-2,8.954314590E-1,9.725902946E0
5.511083280E0,9.682151794E0,-3.232172132E-2,9.085995555E-1,9.724744789E0
5.521083644E0,9.690531731E0,-2.274491638E-2,9.050082564E-1,9.732726365E0
5.531102967E0,9.682151794E0,-3.471592441E-2,8.954314590E-1,9.723531563E0
5.541099113E0,9.684545517E0,-3.232172132E-2,8.930372596E-1,9.725686717E0
5.551093957E0,9.690531731E0,-3.830722719E-2,9.002198577E-1,9.732331091E0
5.561378019E0,9.679757118E0,-3.711012751E-2,8.990227580E-1,9.721487384E0
5.571154582E0,9.688137054E0,-2.992752194E-2,9.074024558E-1,9.730584487E0
5.581368852E0,9.686940193E0,-3.830722719E-2,9.097966552E-1,9.729645816E0
5.591069686E0,9.688137054E0,-4.189852998E-2,8.978256583E-1,9.729740284E0
5.601133332E0,9.680954933E0,-4.429273307E-2,8.930372596E-1,9.722158495E0
5.611460988E0,9.684545517E0,-3.232172132E-2,8.978256583E-1,9.726127568E0
5.621084425E0,9.682151794E0,-3.711012751E-2,9.050082564E-1,9.724427000E0
5.635579998E0,9.685743332E0,-2.873042040E-2,8.810662031E-1,9.725776421E0
5.651192394E0,9.682151794E0,-2.513911761E-2,8.990227580E-1,9.723833466E0
5.661526196E0,9.692925453E0,-3.232172132E-2,8.930372596E-1,9.734031235E0
5.671714946E0,9.695320129E0,-2.873042040E-2,9.026140571E-1,9.737287609E0
5.681376717E0,9.678560257E0,-3.112462163E-2,8.966285586E-1,9.720053506E0
5.692049425E0,9.690531731E0,-3.830722719E-2,8.978256583E-1,9.732109924E0
5.701943019E0,9.686940193E0,-3.232172132E-2,8.966285586E-1,9.728401604E0
5.711374165E0,9.684545517E0,-3.351882473E-2,8.954314590E-1,9.725910902E0
5.721081613E0,9.686940193E0,-3.471592441E-2,8.966285586E-1,9.728409853E0
5.731123488E0,9.682151794E0,-3.471592441E-2,9.002198577E-1,9.723973692E0
5.741090727E0,9.680954933E0,-2.753331885E-2,8.954314590E-1,9.722316802E0
5.751126925E0,9.688137054E0,-3.591302410E-2,8.942343593E-1,9.729385614E0
5.761121300E0,9.690531731E0,-3.471592441E-2,9.062053561E-1,9.732873089E0
5.771238696E0,9.684545517E0,-2.753331885E-2,9.038111567E-1,9.726667187E0
5.781687134E0,9.688137054E0,-2.992752194E-2,9.026140571E-1,9.730139124E0
5.791839321E0,9.680954933E0,-2.873042040E-2,9.026140571E-1,9.722984418E0
5.803349998E0,9.682151794E0,-3.711012751E-2,8.990227580E-1,9.723871783E0
5.821173227E0,9.696516991E0,-2.513911761E-2,9.074024558E-1,9.738914362E0
5.831082967E0,9.688137054E0,-3.112462163E-2,8.906430602E-1,9.729039695E0
5.841069790E0,9.682151794E0,-3.950432688E-2,9.014169574E-1,9.724102863E0
5.851207863E0,9.691728592E0,-3.351882473E-2,8.954314590E-1,9.733063449E0
5.861072290E0,9.688137054E0,-4.189852998E-2,8.966285586E-1,9.729629892E0
5.871078540E0,9.676166534E0,-2.633621916E-2,8.942343593E-1,9.717435232E0
5.881202759E0,9.694122314E0,-2.513911761E-2,9.038111567E-1,9.736196076E0
5.891918123E0,9.694122314E0,-3.232172132E-2,8.918401599E-1,9.735113302E0
5.901090623E0,9.692925453E0,-3.471592441E-2,8.942343593E-1,9.734149379E0
5.911761665E0,9.688137054E0,-3.950432688E-2,8.990227580E-1,9.729840805E0
5.921175727E0,9.685743332E0,-2.873042040E-2,8.954314590E-1,9.727088302E0
5.931242602E0,9.679757118E0,-3.232172132E-2,9.026140571E-1,9.721803058E0
5.941086665E0,9.686940193E0,-2.992752194E-2,9.097966552E-1,9.729616432E0
5.951101248E0,9.691728592E0,-2.873042040E-2,8.930372596E-1,9.732828165E0
5.961093696E0,9.679757118E0,-3.830722719E-2,9.026140571E-1,9.721824800E0
5.971199425E0,9.694122314E0,-2.154781483E-2,8.978256583E-1,9.735633655E0
5.981153019E0,9.695320129E0,-2.992752194E-2,9.050082564E-1,9.737513441E0
5.991551144E0,9.685743332E0,-3.471592441E-2,9.002198577E-1,9.727549788E0
6.001088279E0,9.674968719E0,-3.830722719E-2,9.002198577E-1,9.716835028E0
6.012277290E0,9.689333916E0,-3.711012751E-2,9.074024558E-1,9.731800867E0
6.021087550E0,9.683348656E0,-2.992752194E-2,9.014169574E-1,9.725260376E0
6.031094217E0,9.690531731E0,-3.112462163E-2,9.014169574E-1,9.732416272E0
6.042020571E0,9.691728592E0,-3.351882473E-2,8.966285586E-1,9.733173654E0
6.051068488E0,9.685743332E0,-3.232172132E-2,8.870517015E-1,9.726331750E0
6.061238488E0,9.685743332E0,-2.873042040E-2,8.870517015E-1,9.726320478E0
6.071077498E0,9.680954933E0,-2.992752194E-2,8.978256583E-1,9.722544677E0
6.081278852E0,9.683348656E0,-2.992752194E-2,9.002198577E-1,9.725149492E0
6.091183800E0,9.680954933E0,-3.591302410E-2,8.966285586E-1,9.722454471E0
6.101139321E0,9.689333916E0,-3.591302410E-2,8.858546019E-1,9.729810885E0
6.111059946E0,9.684545517E0,-2.873042040E-2,8.990227580E-1,9.726226875E0
6.123450883E0,9.686940193E0,-3.471592441E-2,8.942343593E-1,9.728189482E0
6.132231561E0,9.680954933E0,-3.112462163E-2,8.942343593E-1,9.722217455E0
6.141304373E0,9.685743332E0,-3.112462163E-2,8.966285586E-1,9.727205940E0
6.151111248E0,9.690531731E0,-2.394201607E-2,8.954314590E-1,9.731843399E0
6.161296144E0,9.679757118E0,-4.309562966E-2,8.954314590E-1,9.721180618E0
6.171172811E0,9.676166534E0,-3.830722719E-2,9.014169574E-1,9.718138648E0
6.181510519E0,9.685743332E0,-3.950432688E-2,8.966285586E-1,9.727236363E0
6.195226456E0,9.691728592E0,-3.232172132E-2,8.930372596E-1,9.732839428E0
6.211097342E0,9.671378136E0,-2.394201607E-2,8.930372596E-1,9.712550840E0
6.221091144E0,9.673771858E0,-3.591302410E-2,8.990227580E-1,9.715523333E0
6.231436873E0,9.702502251E0,-2.992752194E-2,9.062053561E-1,9.744775715E0
6.242744113E0,9.679757118E0,-3.471592441E-2,8.906430602E-1,9.720707182E0
6.251737811E0,9.679757118E0,-2.394201607E-2,8.858546019E-1,9.720237109E0
6.261061925E0,9.684545517E0,-3.351882473E-2,8.894459605E-1,9.725361664E0
6.271160363E0,9.686940193E0,-2.873042040E-2,9.014169574E-1,9.728832832E0
6.282278383E0,9.689333916E0,-4.070143029E-2,9.038111567E-1,9.731481025E0
6.291078904E0,9.682151794E0,-3.711012751E-2,9.109937549E-1,9.724985869E0
6.301121925E0,9.689333916E0,-3.232172132E-2,8.954314590E-1,9.730674895E0
6.311068019E0,9.683348656E0,-2.873042040E-2,9.038111567E-1,9.725478972E0
6.321091508E0,9.683348656E0,-4.309562966E-2,8.990227580E-1,9.725088192E0
6.331133175E0,9.683348656E0,-3.232172132E-2,8.918401599E-1,9.724385058E0
6.341120883E0,9.684545517E0,-3.112462163E-2,8.906430602E-1,9.725463263E0
6.354592550E0,9.690531731E0,-4.070143029E-2,8.966285586E-1,9.732009279E0
6.371633852E0,9.685743332E0,-2.513911761E-2,8.954314590E-1,9.727078357E0
6.381121040E0,9.680954933E0,-3.591302410E-2,8.870517015E-1,9.721575947E0
6.391177185E0,9.686940193E0,-4.309562966E-2,8.798691034E-1,9.726913034E0
6.401095675E0,9.688137054E0,-4.788403213E-2,8.954314590E-1,9.729547264E0
6.411528071E0,9.694122314E0,-2.992752194E-2,8.810662031E-1,9.734124550E0
6.421238488E0,9.678560257E0,-3.351882473E-2,8.858546019E-1,9.719073543E0
6.431399790E0,9.679757118E0,-3.950432688E-2,9.002198577E-1,9.721607596E0
6.441684894E0,9.685743332E0,-3.471592441E-2,8.978256583E-1,9.727328513E0
6.451157654E0,9.685743332E0,-3.232172132E-2,9.014169574E-1,9.727652395E0
