"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.116468393E0,-7.900865376E-2,-4.513070285E-1,9.661801338E0,9.672658657E0
6.126410367E0,-7.781155407E-2,-4.501099288E-1,9.660603523E0,9.671396694E0
6.136409401E0,-7.900865376E-2,-4.417302012E-1,9.652224541E0,9.662650078E0
6.146378032E0,-8.020575345E-2,-4.560954273E-1,9.672574997E0,9.683654428E0
6.156413572E0,-7.182604820E-2,-4.489128292E-1,9.671378136E0,9.682057465E0
6.166410561E0,-6.823474914E-2,-4.465186298E-1,9.668983459E0,9.679528708E0
6.176380461E0,-7.781155407E-2,-4.501099288E-1,9.666589737E0,9.677376232E0
6.186308771E0,-7.422025502E-2,-4.429273009E-1,9.661801338E0,9.672233369E0
6.196331884E0,-7.781155407E-2,-4.477157295E-1,9.670180321E0,9.680851794E0
6.206387399E0,-7.422025502E-2,-4.501099288E-1,9.661801338E0,9.672564949E0
6.216366120E0,-7.422025502E-2,-4.441244006E-1,9.664195061E0,9.674679390E0
6.226294126E0,-6.823474914E-2,-4.453215301E-1,9.672574997E0,9.683061206E0
6.236311176E0,-7.302315533E-2,-4.537012279E-1,9.660603523E0,9.671527161E0
6.246365430E0,-6.823474914E-2,-4.465186298E-1,9.672574997E0,9.683116334E0
6.256377010E0,-7.781155407E-2,-4.477157295E-1,9.660603523E0,9.671285563E0
6.266370509E0,-7.781155407E-2,-4.501099288E-1,9.664195061E0,9.674984225E0
6.276619107E0,-8.020575345E-2,-4.501099288E-1,9.661801338E0,9.672612729E0
6.286996948E0,-8.020575345E-2,-4.477157295E-1,9.653421402E0,9.664130954E0
6.297051858E0,-7.302315533E-2,-4.453215301E-1,9.665391922E0,9.675920868E0
6.306703948E0,-7.900865376E-2,-4.477157295E-1,9.668983459E0,9.679665949E0
6.316520019E0,-7.541735470E-2,-4.501099288E-1,9.665391922E0,9.676160795E0
6.326507039E0,-7.781155407E-2,-4.441244006E-1,9.666589737E0,9.677099682E0
6.336463101E0,-6.943184882E-2,-4.501099288E-1,9.660603523E0,9.671332905E0
6.346413033E0,-7.900865376E-2,-4.501099288E-1,9.670180321E0,9.680972511E0
6.356445994E0,-7.422025502E-2,-4.608838260E-1,9.659406662E0,9.670680411E0
6.366420157E0,-6.105214357E-2,-4.489128292E-1,9.661801338E0,9.672417236E0
6.376388124E0,-7.302315533E-2,-4.489128292E-1,9.666589737E0,9.677283309E0
6.386397107E0,-7.302315533E-2,-4.489128292E-1,9.666589737E0,9.677283309E0
6.396689463E0,-8.379705995E-2,-4.525041282E-1,9.666589737E0,9.677537862E0
6.406893115E0,-6.943184882E-2,-4.537012279E-1,9.666589737E0,9.677480185E0
6.416627155E0,-7.781155407E-2,-4.548983276E-1,9.668983459E0,9.679991129E0
6.426504774E0,-8.499415964E-2,-4.405331016E-1,9.672574997E0,9.682974775E0
6.436468115E0,-7.302315533E-2,-4.548983276E-1,9.671378136E0,9.682345786E0
6.446845723E0,-7.661445439E-2,-4.513070285E-1,9.666589737E0,9.677422433E0
6.456601688E0,-7.541735470E-2,-4.537012279E-1,9.661801338E0,9.672741994E0
6.466475921E0,-6.943184882E-2,-4.441244006E-1,9.682151794E0,9.692581216E0
6.476403766E0,-8.499415964E-2,-4.548983276E-1,9.679757118E0,9.690812885E0
6.486391491E0,-6.823474914E-2,-4.477157295E-1,9.684545517E0,9.695129046E0
6.496665640E0,-7.302315533E-2,-4.525041282E-1,9.685743332E0,9.696582710E0
6.506514772E0,-6.823474914E-2,-4.501099288E-1,9.682151794E0,9.692848823E0
6.516431056E0,-7.302315533E-2,-4.477157295E-1,9.684545517E0,9.695163930E0
6.526403417E0,-7.541735470E-2,-4.489128292E-1,9.689333916E0,9.700020734E0
6.536340353E0,-7.302315533E-2,-4.477157295E-1,9.682151794E0,9.692772830E0
6.546350227E0,-7.422025502E-2,-4.548983276E-1,9.692925453E0,9.703877832E0
6.556354096E0,-8.379705995E-2,-4.489128292E-1,9.677363396E0,9.688132274E0
6.566351161E0,-8.978256583E-2,-4.513070285E-1,9.696516991E0,9.707429150E0
6.576789798E0,-7.661445439E-2,-4.465186298E-1,9.684545517E0,9.695136437E0
6.586717007E0,-7.541735470E-2,-4.513070285E-1,9.692925453E0,9.703719372E0
6.596973788E0,-7.182604820E-2,-4.417302012E-1,9.700108528E0,9.710426871E0
6.606725278E0,-7.062894851E-2,-4.584896266E-1,9.688137054E0,9.699237123E0
6.616562507E0,-8.379705995E-2,-4.465186298E-1,9.696516991E0,9.707154196E0
6.626488153E0,-7.781155407E-2,-4.584896266E-1,9.686940193E0,9.698096601E0
6.636532538E0,-7.781155407E-2,-4.417302012E-1,9.671378136E0,9.681773353E0
6.646475278E0,-8.020575345E-2,-4.513070285E-1,9.696516991E0,9.707345299E0
6.656438315E0,-7.900865376E-2,-4.453215301E-1,9.698910713E0,9.709450173E0
6.666433244E0,-7.541735470E-2,-4.501099288E-1,9.695320129E0,9.706055797E0
6.676387480E0,-7.302315533E-2,-4.501099288E-1,9.692925453E0,9.703645458E0
6.686731395E0,-7.661445439E-2,-4.405331016E-1,9.678560257E0,9.688883725E0
6.696602493E0,-7.900865376E-2,-4.489128292E-1,9.677363396E0,9.688092041E0
6.706787573E0,-7.422025502E-2,-4.429273009E-1,9.689333916E0,9.699736335E0
6.716582196E0,-8.140286058E-2,-4.525041282E-1,9.684545517E0,9.695452969E0
6.726486617E0,-7.422025502E-2,-4.489128292E-1,9.692925453E0,9.703599086E0
6.736506666E0,-7.302315533E-2,-4.513070285E-1,9.683348656E0,9.694134907E0
6.746710363E0,-8.259996027E-2,-4.572925270E-1,9.683348656E0,9.694492271E0
6.756597420E0,-7.781155407E-2,-4.537012279E-1,9.678560257E0,9.689500921E0
6.766506000E0,-7.422025502E-2,-4.477157295E-1,9.686940193E0,9.697565072E0
6.776479301E0,-8.140286058E-2,-4.465186298E-1,9.684545517E0,9.695175459E0
6.786385170E0,-7.422025502E-2,-4.405331016E-1,9.686940193E0,9.697236120E0
6.796352583E0,-8.619125932E-2,-4.417302012E-1,9.686940193E0,9.697389587E0
6.806371759E0,-7.182604820E-2,-4.489128292E-1,9.676166534E0,9.686840585E0
6.816309029E0,-7.182604820E-2,-4.465186298E-1,9.679757118E0,9.690316596E0
6.826267950E0,-8.140286058E-2,-4.548983276E-1,9.678560257E0,9.689586553E0
6.836469182E0,-7.541735470E-2,-4.465186298E-1,9.680954933E0,9.691540387E0
6.846351490E0,-9.217676520E-2,-4.477157295E-1,9.665391922E0,9.676194858E0
6.856307775E0,-8.499415964E-2,-4.453215301E-1,9.677363396E0,9.687976959E0
6.866267870E0,-8.020575345E-2,-4.489128292E-1,9.677363396E0,9.688101877E0
6.876297215E0,-7.422025502E-2,-4.489128292E-1,9.673771858E0,9.684466601E0
6.886341366E0,-8.379705995E-2,-4.537012279E-1,9.680954933E0,9.691942796E0
6.896341749E0,-7.182604820E-2,-4.548983276E-1,9.682151794E0,9.693098310E0
6.906368060E0,-7.661445439E-2,-4.537012279E-1,9.672574997E0,9.683512878E0
6.916345096E0,-8.140286058E-2,-4.429273009E-1,9.672574997E0,9.683053139E0
6.926283328E0,-6.584054977E-2,-4.429273009E-1,9.664195061E0,9.674563853E0
6.936260517E0,-7.182604820E-2,-4.525041282E-1,9.676166534E0,9.687007679E0
6.946261194E0,-7.062894851E-2,-4.501099288E-1,9.680954933E0,9.691670435E0
6.956374189E0,-7.182604820E-2,-4.513070285E-1,9.689333916E0,9.700104574E0
6.966376338E0,-7.422025502E-2,-4.525041282E-1,9.670180321E0,9.681046228E0
6.976404365E0,-7.781155407E-2,-4.548983276E-1,9.670180321E0,9.681186630E0
6.986407988E0,-7.541735470E-2,-4.441244006E-1,9.666589737E0,9.677080727E0
6.996708446E0,-8.499415964E-2,-4.537012279E-1,9.670180321E0,9.681190849E0
7.006540003E0,-7.302315533E-2,-4.513070285E-1,9.658209801E0,9.669024096E0
7.016437239E0,-6.943184882E-2,-4.525041282E-1,9.671378136E0,9.682207177E0
7.026414868E0,-6.823474914E-2,-4.405331016E-1,9.674968719E0,9.685233354E0
7.036383266E0,-7.302315533E-2,-4.465186298E-1,9.664195061E0,9.674780485E0
7.046374183E0,-7.422025502E-2,-4.537012279E-1,9.664195061E0,9.675123752E0
7.056398913E0,-7.781155407E-2,-4.453215301E-1,9.671378136E0,9.681937871E0
7.066488049E0,-7.541735470E-2,-4.525041282E-1,9.667786598E0,9.678664447E0
7.076437955E0,-7.541735470E-2,-4.501099288E-1,9.684545517E0,9.695293116E0
7.086407023E0,-7.900865376E-2,-4.453215301E-1,9.667786598E0,9.678359951E0
7.096373093E0,-7.422025502E-2,-4.501099288E-1,9.668983459E0,9.679739084E0
7.106378784E0,-7.781155407E-2,-4.345476031E-1,9.662998199E0,9.673077094E0
7.116366187E0,-7.900865376E-2,-4.393360019E-1,9.662998199E0,9.673303091E0
7.126364941E0,-8.259996027E-2,-4.477157295E-1,9.654618263E0,9.665346654E0
7.136311011E0,-7.661445439E-2,-4.477157295E-1,9.671378136E0,9.682038742E0
7.146420738E0,-7.062894851E-2,-4.453215301E-1,9.660603523E0,9.671119901E0
7.156447373E0,-7.302315533E-2,-4.525041282E-1,9.664195061E0,9.675058581E0
7.166404232E0,-7.541735470E-2,-4.513070285E-1,9.660603523E0,9.671433516E0
7.176396958E0,-7.541735470E-2,-4.417302012E-1,9.661801338E0,9.672187883E0
7.186318243E0,-7.541735470E-2,-4.417302012E-1,9.660603523E0,9.670991355E0
7.196375656E0,-7.781155407E-2,-4.525041282E-1,9.666589737E0,9.677487885E0
7.206427149E0,-6.823474914E-2,-4.501099288E-1,9.666589737E0,9.677303967E0
7.216405500E0,-7.661445439E-2,-4.501099288E-1,9.668983459E0,9.679757738E0
7.226393478E0,-7.422025502E-2,-4.381389022E-1,9.664195061E0,9.674406468E0
7.236344836E0,-7.182604820E-2,-4.429273009E-1,9.666589737E0,9.676998539E0
7.246351609E0,-7.302315533E-2,-4.441244006E-1,9.654618263E0,9.665103863E0
7.256367235E0,-8.140286058E-2,-4.477157295E-1,9.666589737E0,9.677294712E0
7.266358277E0,-7.900865376E-2,-4.477157295E-1,9.657012939E0,9.667708656E0
7.276392184E0,-7.062894851E-2,-4.441244006E-1,9.666589737E0,9.677044594E0
7.286431533E0,-7.422025502E-2,-4.441244006E-1,9.665391922E0,9.675874955E0
7.296398968E0,-6.943184882E-2,-4.501099288E-1,9.657012939E0,9.667746306E0
7.306381826E0,-8.259996027E-2,-4.513070285E-1,9.666589737E0,9.677471670E0
7.316419349E0,-7.302315533E-2,-4.465186298E-1,9.660603523E0,9.671192879E0
7.326452772E0,-7.781155407E-2,-4.525041282E-1,9.666589737E0,9.677487885E0
7.336439041E0,-7.541735470E-2,-4.537012279E-1,9.665391922E0,9.676328518E0
7.346397592E0,-7.541735470E-2,-4.572925270E-1,9.654618263E0,9.665736291E0
7.356418300E0,-8.619125932E-2,-4.477157295E-1,9.659406662E0,9.670161083E0
7.366438992E0,-7.661445439E-2,-4.525041282E-1,9.665391922E0,9.676281867E0
7.376416135E0,-7.661445439E-2,-4.429273009E-1,9.662998199E0,9.673447605E0
7.386366712E0,-7.302315533E-2,-4.525041282E-1,9.660603523E0,9.671471077E0
7.396726089E0,-7.302315533E-2,-4.465186298E-1,9.666589737E0,9.677172542E0
7.406494084E0,-8.140286058E-2,-4.501099288E-1,9.653421402E0,9.664252177E0
7.416654514E0,-7.900865376E-2,-4.465186298E-1,9.664195061E0,9.674827514E0
7.426502672E0,-7.302315533E-2,-4.489128292E-1,9.658209801E0,9.668912641E0
7.436490110E0,-7.422025502E-2,-4.584896266E-1,9.670180321E0,9.681327844E0
7.446479454E0,-7.541735470E-2,-4.513070285E-1,9.660603523E0,9.671433516E0
7.456454856E0,-8.499415964E-2,-4.537012279E-1,9.655815125E0,9.666842014E0
7.466399145E0,-8.499415964E-2,-4.513070285E-1,9.654618263E0,9.665534432E0
7.476691628E0,-7.182604820E-2,-4.548983276E-1,9.655815125E0,9.666791463E0
7.486556385E0,-6.703764945E-2,-4.548983276E-1,9.671378136E0,9.682302494E0
7.496483503E0,-8.259996027E-2,-4.525041282E-1,9.664195061E0,9.675135602E0
7.506476255E0,-7.781155407E-2,-4.513070285E-1,9.665391922E0,9.676235512E0
7.516741537E0,-7.302315533E-2,-4.441244006E-1,9.658209801E0,9.668691505E0
7.526555038E0,-7.422025502E-2,-4.465186298E-1,9.654618263E0,9.665223295E0
7.536536476E0,-8.379705995E-2,-4.501099288E-1,9.653421402E0,9.664272640E0
7.546534044E0,-8.379705995E-2,-4.548983276E-1,9.657012939E0,9.668084265E0
7.556473739E0,-7.182604820E-2,-4.489128292E-1,9.662998199E0,9.673686780E0
7.566458977E0,-7.302315533E-2,-4.453215301E-1,9.672574997E0,9.683096133E0
7.576433497E0,-7.302315533E-2,-4.441244006E-1,9.676166534E0,9.686628808E0
7.586484455E0,-7.900865376E-2,-4.465186298E-1,9.654618263E0,9.665261252E0
7.596414231E0,-7.661445439E-2,-4.501099288E-1,9.655815125E0,9.666604080E0
7.606436124E0,-7.781155407E-2,-4.501099288E-1,9.660603523E0,9.671396694E0
7.616434857E0,-7.302315533E-2,-4.513070285E-1,9.679757118E0,9.690547368E0
7.626418833E0,-8.379705995E-2,-4.513070285E-1,9.665391922E0,9.676285495E0
7.636381420E0,-7.062894851E-2,-4.513070285E-1,9.662998199E0,9.673789365E0
7.646397609E0,-7.900865376E-2,-4.537012279E-1,9.658209801E0,9.669183199E0
7.656404584E0,-7.781155407E-2,-4.560954273E-1,9.660603523E0,9.671677109E0
7.666378254E0,-7.900865376E-2,-4.489128292E-1,9.652224541E0,9.662981097E0
7.676356495E0,-7.781155407E-2,-4.560954273E-1,9.662998199E0,9.674069045E0
7.686352204E0,-6.584054977E-2,-4.441244006E-1,9.662998199E0,9.673423162E0
7.696668027E0,-7.661445439E-2,-4.537012279E-1,9.667786598E0,9.678729890E0
7.706542944E0,-6.823474914E-2,-4.489128292E-1,9.665391922E0,9.676051866E0
7.716467512E0,-7.182604820E-2,-4.453215301E-1,9.659406662E0,9.669933159E0
7.726468468E0,-7.900865376E-2,-4.513070285E-1,9.661801338E0,9.672658657E0
7.736416185E0,-6.823474914E-2,-4.477157295E-1,9.664195061E0,9.674800852E0
7.746383325E0,-7.302315533E-2,-4.393360019E-1,9.670180321E0,9.680430566E0
7.756395228E0,-7.302315533E-2,-4.489128292E-1,9.670180321E0,9.680869927E0
7.766368888E0,-7.422025502E-2,-4.584896266E-1,9.665391922E0,9.676544961E0
7.776379494E0,-7.422025502E-2,-4.489128292E-1,9.648633003E0,9.659355579E0
7.786369120E0,-7.900865376E-2,-4.537012279E-1,9.652224541E0,9.663204735E0
7.796365235E0,-7.182604820E-2,-4.525041282E-1,9.666589737E0,9.677441610E0
7.806331027E0,-7.541735470E-2,-4.513070285E-1,9.673771858E0,9.684587125E0
7.816358715E0,-7.900865376E-2,-4.381389022E-1,9.672574997E0,9.682815455E0
7.826411127E0,-8.020575345E-2,-4.393360019E-1,9.661801338E0,9.672117358E0
7.836422176E0,-7.661445439E-2,-4.560954273E-1,9.651026726E0,9.662101721E0
7.846431763E0,-7.062894851E-2,-4.513070285E-1,9.649829865E0,9.660635740E0
7.856495697E0,-6.464344263E-2,-4.525041282E-1,9.659406662E0,9.670215914E0
7.866442847E0,-7.302315533E-2,-4.429273009E-1,9.665391922E0,9.675810973E0
7.876400719E0,-7.900865376E-2,-4.477157295E-1,9.665391922E0,9.676078376E0
7.886372597E0,-7.062894851E-2,-4.453215301E-1,9.657012939E0,9.667533223E0
7.896376765E0,-8.140286058E-2,-4.477157295E-1,9.657012939E0,9.667728519E0
7.906386844E0,-7.062894851E-2,-4.560954273E-1,9.657012939E0,9.668035498E0
7.916370504E0,-7.900865376E-2,-4.501099288E-1,9.658209801E0,9.669015352E0
7.926381240E0,-6.703764945E-2,-4.548983276E-1,9.665391922E0,9.676323038E0
7.936400384E0,-7.900865376E-2,-4.501099288E-1,9.666589737E0,9.677385931E0
7.946393862E0,-7.661445439E-2,-4.548983276E-1,9.660603523E0,9.671611174E0
7.956396122E0,-7.900865376E-2,-4.417302012E-1,9.657012939E0,9.667433312E0
7.966366236E0,-7.541735470E-2,-4.620809257E-1,9.662998199E0,9.674334125E0
7.976362647E0,-7.422025502E-2,-4.393360019E-1,9.662998199E0,9.673265166E0
7.986376764E0,-7.302315533E-2,-4.441244006E-1,9.660603523E0,9.671082633E0
7.996364786E0,-5.985504389E-2,-4.453215301E-1,9.666589737E0,9.677026973E0
8.006396532E0,-7.781155407E-2,-4.501099288E-1,9.654618263E0,9.665418118E0
8.016408603E0,-7.541735470E-2,-4.548983276E-1,9.658209801E0,9.669210765E0
8.026405966E0,-6.584054977E-2,-4.560954273E-1,9.665391922E0,9.676371170E0
8.036775637E0,-7.062894851E-2,-4.465186298E-1,9.655815125E0,9.666391936E0
8.046596384E0,-7.661445439E-2,-4.417302012E-1,9.670180321E0,9.680567276E0
8.056773633E0,-6.943184882E-2,-4.441244006E-1,9.671378136E0,9.681819163E0
8.066607414E0,-7.182604820E-2,-4.465186298E-1,9.658209801E0,9.668792811E0
8.076536700E0,-8.140286058E-2,-4.417302012E-1,9.662998199E0,9.673431976E0
8.086483192E0,-7.422025502E-2,-4.489128292E-1,9.657012939E0,9.667726221E0
8.096445839E0,-8.499415964E-2,-4.513070285E-1,9.665391922E0,9.676295936E0
8.106357683E0,-6.823474914E-2,-4.560954273E-1,9.664195061E0,9.675192256E0
8.116353006E0,-7.661445439E-2,-4.537012279E-1,9.664195061E0,9.675142415E0
8.126392569E0,-7.182604820E-2,-4.513070285E-1,9.667786598E0,9.678581235E0
8.136328991E0,-7.302315533E-2,-4.465186298E-1,9.673771858E0,9.684346815E0
8.146756395E0,-7.781155407E-2,-4.465186298E-1,9.659406662E0,9.670034673E0
8.156593248E0,-7.781155407E-2,-4.465186298E-1,9.659406662E0,9.670034673E0
8.166528107E0,-7.541735470E-2,-4.417302012E-1,9.674968719E0,9.685341144E0
8.176703687E0,-7.302315533E-2,-4.525041282E-1,9.661801338E0,9.672667547E0
8.186542076E0,-7.661445439E-2,-4.572925270E-1,9.660603523E0,9.671724079E0
8.196461010E0,-7.781155407E-2,-4.489128292E-1,9.658209801E0,9.668949991E0
8.206366883E0,-7.541735470E-2,-4.429273009E-1,9.665391922E0,9.675829338E0
8.216352502E0,-7.541735470E-2,-4.465186298E-1,9.665391922E0,9.675994402E0
8.226372994E0,-6.703764945E-2,-4.441244006E-1,9.664195061E0,9.674626954E0
8.236356625E0,-6.703764945E-2,-4.537012279E-1,9.664195061E0,9.675071319E0
8.246359873E0,-8.140286058E-2,-4.537012279E-1,9.672574997E0,9.683551947E0
8.256373737E0,-7.900865376E-2,-4.441244006E-1,9.658209801E0,9.668738563E0
8.266313976E0,-7.900865376E-2,-4.465186298E-1,9.662998199E0,9.673631968E0
8.276649512E0,-8.020575345E-2,-4.441244006E-1,9.670180321E0,9.680705908E0
8.286493947E0,-7.302315533E-2,-4.453215301E-1,9.664195061E0,9.674725310E0
8.296423196E0,-7.541735470E-2,-4.465186298E-1,9.671378136E0,9.681974060E0
8.306332299E0,-7.302315533E-2,-4.548983276E-1,9.668983459E0,9.679953823E0
8.316279038E0,-7.062894851E-2,-4.560954273E-1,9.662998199E0,9.674013939E0
8.326257408E0,-7.422025502E-2,-4.513070285E-1,9.651026726E0,9.661858183E0
8.336318103E0,-8.259996027E-2,-4.489128292E-1,9.662998199E0,9.673772774E0
8.346421992E0,-7.541735470E-2,-4.548983276E-1,9.666589737E0,9.677581175E0
8.356411150E0,-7.661445439E-2,-4.441244006E-1,9.661801338E0,9.672306930E0
8.366402917E0,-8.259996027E-2,-4.572925270E-1,9.659406662E0,9.670577866E0
8.376396066E0,-7.900865376E-2,-4.513070285E-1,9.670180321E0,9.681028243E0
8.386371781E0,-8.140286058E-2,-4.513070285E-1,9.674968719E0,9.685831104E0
8.396369326E0,-7.182604820E-2,-4.572925270E-1,9.665391922E0,9.676470247E0
8.406368567E0,-6.943184882E-2,-4.489128292E-1,9.661801338E0,9.672473758E0
8.416693188E0,-8.020575345E-2,-4.417302012E-1,9.666589737E0,9.677009645E0
8.426472972E0,-7.062894851E-2,-4.477157295E-1,9.662998199E0,9.673622487E0
8.436427109E0,-7.781155407E-2,-4.465186298E-1,9.666589737E0,9.677209860E0
8.446468709E0,-8.020575345E-2,-4.489128292E-1,9.665391922E0,9.676143689E0
8.456370394E0,-7.062894851E-2,-4.537012279E-1,9.670180321E0,9.681075389E0
8.466385377E0,-7.661445439E-2,-4.572925270E-1,9.660603523E0,9.671724079E0
8.476885108E0,-8.020575345E-2,-4.584896266E-1,9.678560257E0,9.689745835E0
8.486563333E0,-7.422025502E-2,-4.513070285E-1,9.662998199E0,9.673816252E0
8.496514816E0,-7.661445439E-2,-4.465186298E-1,9.659406662E0,9.670025115E0
8.506391104E0,-7.062894851E-2,-4.525041282E-1,9.666589737E0,9.677432799E0
8.516430993E0,-8.259996027E-2,-4.560954273E-1,9.668983459E0,9.680087135E0
8.526420208E0,-7.781155407E-2,-4.513070285E-1,9.670180321E0,9.681018547E0
8.536379451E0,-7.900865376E-2,-4.429273009E-1,9.666589737E0,9.677054516E0
8.546371442E0,-7.182604820E-2,-4.465186298E-1,9.670180321E0,9.680750245E0
8.556314417E0,-7.422025502E-2,-4.429273009E-1,9.665391922E0,9.675820081E0
8.566896868E0,-7.781155407E-2,-4.501099288E-1,9.665391922E0,9.676179752E0
8.576575854E0,-7.900865376E-2,-4.513070285E-1,9.671378136E0,9.682224716E0
8.586479566E0,-7.661445439E-2,-4.441244006E-1,9.674968719E0,9.685460029E0
8.596448896E0,-7.781155407E-2,-4.441244006E-1,9.682151794E0,9.692644866E0
8.606346634E0,-7.900865376E-2,-4.537012279E-1,9.670180321E0,9.681140150E0
8.616339200E0,-7.302315533E-2,-4.572925270E-1,9.673771858E0,9.684849550E0
8.626372541E0,-7.422025502E-2,-4.489128292E-1,9.680954933E0,9.691641749E0
8.636683222E0,-7.302315533E-2,-4.525041282E-1,9.683348656E0,9.694190712E0
8.646529317E0,-7.302315533E-2,-4.393360019E-1,9.683348656E0,9.693584976E0
8.656477052E0,-7.062894851E-2,-4.405331016E-1,9.672574997E0,9.682859337E0
8.666464982E0,-7.541735470E-2,-4.501099288E-1,9.684545517E0,9.695293116E0
8.676413479E0,-7.302315533E-2,-4.477157295E-1,9.684545517E0,9.695163930E0
8.686379628E0,-7.781155407E-2,-4.572925270E-1,9.695320129E0,9.706410434E0
8.696417442E0,-7.541735470E-2,-4.537012279E-1,9.686940193E0,9.697852488E0
8.706385256E0,-7.781155407E-2,-4.501099288E-1,9.685743332E0,9.696508520E0
8.716361168E0,-8.140286058E-2,-4.501099288E-1,9.686940193E0,9.697733533E0
8.726314645E0,-7.422025502E-2,-4.525041282E-1,9.696516991E0,9.707353418E0
8.736365159E0,-7.541735470E-2,-4.525041282E-1,9.688137054E0,9.698992079E0
8.746388229E0,-7.661445439E-2,-4.584896266E-1,9.683348656E0,9.694499662E0
8.756302993E0,-7.781155407E-2,-4.513070285E-1,9.695320129E0,9.706130284E0
8.766363057E0,-8.259996027E-2,-4.548983276E-1,9.698910713E0,9.709924009E0
8.776374704E0,-7.781155407E-2,-4.501099288E-1,9.691728592E0,9.702487139E0
8.786361985E0,-7.541735470E-2,-4.525041282E-1,9.684545517E0,9.695404563E0
8.796368204E0,-8.259996027E-2,-4.489128292E-1,9.701305389E0,9.712037466E0
8.806432199E0,-7.781155407E-2,-4.465186298E-1,9.686940193E0,9.697538029E0
8.816411983E0,-7.900865376E-2,-4.584896266E-1,9.684545517E0,9.695714361E0
8.826472838E0,-8.738835901E-2,-4.489128292E-1,9.697713852E0,9.708491819E0
8.836413266E0,-8.499415964E-2,-4.429273009E-1,9.685743332E0,9.696238059E0
8.846453740E0,-8.020575345E-2,-4.501099288E-1,9.685743332E0,9.696528028E0
8.856417675E0,-7.302315533E-2,-4.345476031E-1,9.696516991E0,9.706523876E0
8.866382455E0,-8.259996027E-2,-4.537012279E-1,9.678560257E0,9.689540557E0
8.876401929E0,-7.541735470E-2,-4.501099288E-1,9.685743332E0,9.696489603E0
8.886375364E0,-7.302315533E-2,-4.441244006E-1,9.683348656E0,9.693803178E0
8.896405909E0,-7.781155407E-2,-4.489128292E-1,9.680954933E0,9.691669917E0
8.906441624E0,-7.781155407E-2,-4.525041282E-1,9.691728592E0,9.702598504E0
8.916399638E0,-7.900865376E-2,-4.477157295E-1,9.673771858E0,9.684449066E0
8.926403072E0,-8.140286058E-2,-4.429273009E-1,9.679757118E0,9.690227494E0
8.936712159E0,-8.259996027E-2,-4.584896266E-1,9.684545517E0,9.695744291E0
8.946556703E0,-7.661445439E-2,-4.393360019E-1,9.680954933E0,9.691221508E0
8.956481006E0,-7.302315533E-2,-4.501099288E-1,9.671378136E0,9.682121997E0
8.966425006E0,-7.302315533E-2,-4.441244006E-1,9.680954933E0,9.691412038E0
8.976401147E0,-8.020575345E-2,-4.525041282E-1,9.676166534E0,9.687073436E0
8.986377967E0,-7.182604820E-2,-4.560954273E-1,9.682151794E0,9.693154563E0
8.996404867E0,-8.379705995E-2,-4.537012279E-1,9.682151794E0,9.693138301E0
9.006381025E0,-8.379705995E-2,-4.393360019E-1,9.673771858E0,9.684105536E0
9.016364729E0,-7.302315533E-2,-4.393360019E-1,9.679757118E0,9.689997233E0
9.026376295E0,-7.900865376E-2,-4.477157295E-1,9.683348656E0,9.694015315E0
9.036374083E0,-7.182604820E-2,-4.513070285E-1,9.677363396E0,9.688147362E0
9.046396649E0,-8.020575345E-2,-4.441244006E-1,9.672574997E0,9.683097981E0
9.056364729E0,-7.900865376E-2,-4.429273009E-1,9.678560257E0,9.689012107E0
9.066300461E0,-7.781155407E-2,-4.477157295E-1,9.683348656E0,9.694005632E0
9.076369161E0,-7.661445439E-2,-4.417302012E-1,9.684545517E0,9.694917081E0
9.086359578E0,-7.302315533E-2,-4.501099288E-1,9.682151794E0,9.692883714E0
9.096373719E0,-7.182604820E-2,-4.513070285E-1,9.668983459E0,9.679776762E0
9.106396701E0,-7.182604820E-2,-4.513070285E-1,9.673771858E0,9.684559824E0
9.116723453E0,-6.703764945E-2,-4.441244006E-1,9.676166534E0,9.686585535E0
9.126576803E0,-8.020575345E-2,-4.441244006E-1,9.683348656E0,9.693859945E0
9.136470379E0,-7.541735470E-2,-4.417302012E-1,9.672574997E0,9.682949985E0
9.146427687E0,-7.422025502E-2,-4.477157295E-1,9.667786598E0,9.678432504E0
9.156393998E0,-8.259996027E-2,-4.441244006E-1,9.665391922E0,9.675942861E0
9.166367648E0,-7.541735470E-2,-4.537012279E-1,9.678560257E0,9.689481990E0
9.176418093E0,-7.541735470E-2,-4.525041282E-1,9.670180321E0,9.681055480E0
9.186386727E0,-7.182604820E-2,-4.477157295E-1,9.678560257E0,9.689176281E0
9.196420263E0,-7.900865376E-2,-4.513070285E-1,9.671378136E0,9.682224716E0
9.206428958E0,-7.781155407E-2,-4.501099288E-1,9.676166534E0,9.686942365E0
9.216404060E0,-7.422025502E-2,-4.501099288E-1,9.672574997E0,9.683326632E0
9.226410908E0,-7.422025502E-2,-4.560954273E-1,9.670180321E0,9.681214754E0
9.236342692E0,-7.661445439E-2,-4.489128292E-1,9.667786598E0,9.678506611E0
9.246448505E0,-8.140286058E-2,-4.489128292E-1,9.680954933E0,9.691699416E0
9.256413912E0,-7.661445439E-2,-4.596867263E-1,9.665391922E0,9.676620416E0
9.266447605E0,-8.259996027E-2,-4.501099288E-1,9.673771858E0,9.684590010E0
