"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.950119690E-1,-3.208230138E-1,9.421183586E0,1.821987510E0,9.601107543E0
7.049889790E-1,-3.136404157E-1,9.429563522E0,1.820790410E0,9.608866543E0
7.149734470E-1,-3.172317147E-1,9.417592049E0,1.814804912E0,9.596103002E0
7.250032860E-1,-3.256114423E-1,9.434351921E0,1.810016513E0,9.611928982E0
7.351007570E-1,-3.292027414E-1,9.429563522E0,1.807622313E0,9.606900702E0
7.449909250E-1,-3.208230138E-1,9.425971985E0,1.811213613E0,9.603768532E0
7.549474930E-1,-3.232172430E-1,9.429563522E0,1.820790410E0,9.609183905E0
7.654939540E-1,-3.172317147E-1,9.429563522E0,1.798045516E0,9.604700509E0
7.752080700E-1,-3.172317147E-1,9.430760384E0,1.806425214E0,9.607447602E0
7.850516910E-1,-3.208230138E-1,9.425971985E0,1.810016513E0,9.603542838E0
7.949632150E-1,-3.148375154E-1,9.423578262E0,1.817199111E0,9.602351927E0
8.050356700E-1,-3.268085420E-1,9.428366661E0,1.827973008E0,9.609494630E0
8.150247360E-1,-3.148375154E-1,9.427168846E0,1.816002011E0,9.605649297E0
8.249698680E-1,-3.244143426E-1,9.424775124E0,1.830367208E0,9.606345554E0
8.349265740E-1,-3.256114423E-1,9.422380447E0,1.813607812E0,9.600856701E0
8.449320100E-1,-3.184288144E-1,9.427168846E0,1.806425214E0,9.603961756E0
8.549848070E-1,-3.172317147E-1,9.429563522E0,1.808819413E0,9.606723263E0
8.649402680E-1,-3.256114423E-1,9.431957245E0,1.804031014E0,9.608452955E0
8.756419040E-1,-3.196259141E-1,9.435548782E0,1.806425214E0,9.612227297E0
8.852838940E-1,-3.184288144E-1,9.430760384E0,1.823184609E0,9.610652446E0
8.950752800E-1,-3.244143426E-1,9.424775124E0,1.821987510E0,9.604752432E0
9.049854780E-1,-3.292027414E-1,9.428366661E0,1.816002011E0,9.607306368E0
9.149513060E-1,-3.136404157E-1,9.424775124E0,1.813607812E0,9.602808430E0
9.250068760E-1,-3.184288144E-1,9.429563522E0,1.810016513E0,9.606988337E0
9.349406770E-1,-3.256114423E-1,9.418789864E0,1.802833915E0,9.595302779E0
9.452358070E-1,-3.196259141E-1,9.429563522E0,1.805228114E0,9.606127081E0
9.551088670E-1,-3.196259141E-1,9.428366661E0,1.804031014E0,9.604727301E0
9.650287820E-1,-3.268085420E-1,9.434351921E0,1.812410712E0,9.612420745E0
9.766409010E-1,-3.184288144E-1,9.421183586E0,1.811213613E0,9.598989104E0
9.859083930E-1,-3.184288144E-1,9.421183586E0,1.811213613E0,9.598989104E0
9.953973730E-1,-3.280056417E-1,9.436745644E0,1.818396211E0,9.615940974E0
1.005199415E0,-3.280056417E-1,9.427168846E0,1.814804912E0,9.605863679E0
1.015199603E0,-3.208230138E-1,9.421183586E0,1.823184609E0,9.601334787E0
1.025139202E0,-3.208230138E-1,9.429563522E0,1.812410712E0,9.607519358E0
1.035075199E0,-3.196259141E-1,9.425971985E0,1.807622313E0,9.603051963E0
1.045078094E0,-3.256114423E-1,9.430760384E0,1.807622313E0,9.607953094E0
1.055143708E0,-3.172317147E-1,9.433155060E0,1.805228114E0,9.609573294E0
1.065017947E0,-3.184288144E-1,9.419986725E0,1.805228114E0,9.596686686E0
1.075005405E0,-3.232172430E-1,9.439140320E0,1.804031014E0,9.615423405E0
1.085004186E0,-3.256114423E-1,9.428366661E0,1.824381709E0,9.608771479E0
1.094960061E0,-3.303998411E-1,9.429563522E0,1.823184609E0,9.609882122E0
1.104920238E0,-3.136404157E-1,9.433155060E0,1.817199111E0,9.611711466E0
1.114898061E0,-3.196259141E-1,9.421183586E0,1.819593310E0,9.600613559E0
1.124898431E0,-3.160346150E-1,9.421183586E0,1.814804912E0,9.599588268E0
1.134901559E0,-3.196259141E-1,9.430760384E0,1.800439715E0,9.606403349E0
1.144939972E0,-3.172317147E-1,9.427168846E0,1.792060018E0,9.601230521E0
1.154925038E0,-3.172317147E-1,9.429563522E0,1.806425214E0,9.606272755E0
1.165018925E0,-3.244143426E-1,9.425971985E0,1.811213613E0,9.603889174E0
1.175323707E0,-3.196259141E-1,9.429563522E0,1.804031014E0,9.605902188E0
1.185237426E0,-3.327940404E-1,9.428366661E0,1.813607812E0,9.606977832E0
1.195054311E0,-3.172317147E-1,9.422380447E0,1.817199111E0,9.601255223E0
1.205447650E0,-3.196259141E-1,9.425971985E0,1.811213613E0,9.603728616E0
1.215160621E0,-3.136404157E-1,9.430760384E0,1.807622313E0,9.607554848E0
1.225017523E0,-3.076549172E-1,9.429563522E0,1.810016513E0,9.606637265E0
1.234939412E0,-3.256114423E-1,9.431957245E0,1.806425214E0,9.608902764E0
1.245238403E0,-3.208230138E-1,9.425971985E0,1.807622313E0,9.603091882E0
1.255166441E0,-3.196259141E-1,9.428366661E0,1.819593310E0,9.607662486E0
1.265021553E0,-3.232172430E-1,9.415198326E0,1.817199111E0,9.594406783E0
1.274951844E0,-3.208230138E-1,9.430760384E0,1.800439715E0,9.606443254E0
1.285226182E0,-3.184288144E-1,9.422380447E0,1.824381709E0,9.602656863E0
1.295093325E0,-3.232172430E-1,9.434351921E0,1.816002011E0,9.612977107E0
1.305105490E0,-3.136404157E-1,9.425971985E0,1.805228114E0,9.602404215E0
1.315033630E0,-3.208230138E-1,9.428366661E0,1.808819413E0,9.605667752E0
1.325294653E0,-3.172317147E-1,9.425971985E0,1.814804912E0,9.604327186E0
1.335403706E0,-3.148375154E-1,9.424775124E0,1.811213613E0,9.602395719E0
1.345170290E0,-3.160346150E-1,9.421183586E0,1.810016513E0,9.598684171E0
1.355039155E0,-3.303998411E-1,9.419986725E0,1.814804912E0,9.598897375E0
1.365081270E0,-3.244143426E-1,9.428366661E0,1.813607812E0,9.606691202E0
1.375280608E0,-3.220201433E-1,9.433155060E0,1.802833915E0,9.609283089E0
1.385095251E0,-3.220201433E-1,9.435548782E0,1.810016513E0,9.612982762E0
1.394979057E0,-3.124433160E-1,9.429563522E0,1.808819413E0,9.606566333E0
1.405340153E0,-3.208230138E-1,9.429563522E0,1.810016513E0,9.607067992E0
1.415416560E0,-3.196259141E-1,9.423578262E0,1.817199111E0,9.602510120E0
1.425158826E0,-3.220201433E-1,9.423578262E0,1.812410712E0,9.601685104E0
1.435100116E0,-3.244143426E-1,9.419986725E0,1.805228114E0,9.596887157E0
1.444995031E0,-3.256114423E-1,9.429563522E0,1.806425214E0,9.606553132E0
1.455246031E0,-3.160346150E-1,9.422380447E0,1.813607812E0,9.600536676E0
1.465062468E0,-3.160346150E-1,9.424775124E0,1.804031014E0,9.601082851E0
1.474963369E0,-3.172317147E-1,9.419986725E0,1.807622313E0,9.597097701E0
1.484941085E0,-3.148375154E-1,9.428366661E0,1.806425214E0,9.605019136E0
1.495263146E0,-3.232172430E-1,9.428366661E0,1.808819413E0,9.605748016E0
1.505192041E0,-3.184288144E-1,9.423578262E0,1.814804912E0,9.602017551E0
1.515025864E0,-3.196259141E-1,9.434351921E0,1.816002011E0,9.612857026E0
1.525229598E0,-3.220201433E-1,9.422380447E0,1.808819413E0,9.599832183E0
1.535051569E0,-3.136404157E-1,9.423578262E0,1.806425214E0,9.600279664E0
1.545016122E0,-3.172317147E-1,9.431957245E0,1.805228114E0,9.608397472E0
1.554968711E0,-3.232172430E-1,9.431957245E0,1.813607812E0,9.610174824E0
1.565184719E0,-3.244143426E-1,9.440337181E0,1.811213613E0,9.617988642E0
1.575030640E0,-3.303998411E-1,9.431957245E0,1.807622313E0,9.609291335E0
1.585216101E0,-3.184288144E-1,9.430760384E0,1.808819413E0,9.607937656E0
1.595040654E0,-3.220201433E-1,9.425971985E0,1.806425214E0,9.602906689E0
1.605047279E0,-3.244143426E-1,9.424775124E0,1.802833915E0,9.601137481E0
1.615012259E0,-3.244143426E-1,9.425971985E0,1.811213613E0,9.603889174E0
1.626550478E0,-3.172317147E-1,9.429563522E0,1.818396211E0,9.608531051E0
1.635713181E0,-3.220201433E-1,9.428366661E0,1.813607812E0,9.606610649E0
1.645386590E0,-3.256114423E-1,9.417592049E0,1.819593310E0,9.597290379E0
1.655167409E0,-3.232172430E-1,9.430760384E0,1.811213613E0,9.608548566E0
1.665098548E0,-3.148375154E-1,9.424775124E0,1.813607812E0,9.602847603E0
1.674994716E0,-3.232172430E-1,9.430760384E0,1.810016513E0,9.608322985E0
1.684971550E0,-3.160346150E-1,9.430760384E0,1.804031014E0,9.606958270E0
1.694969030E0,-3.172317147E-1,9.421183586E0,1.812410712E0,9.599175418E0
1.705211389E0,-3.220201433E-1,9.422380447E0,1.805228114E0,9.599156151E0
1.715200147E0,-3.220201433E-1,9.435548782E0,1.810016513E0,9.612982762E0
1.725177651E0,-3.208230138E-1,9.428366661E0,1.818396211E0,9.607475739E0
1.735020856E0,-3.148375154E-1,9.427168846E0,1.812410712E0,9.604970989E0
1.745507693E0,-3.196259141E-1,9.424775124E0,1.810016513E0,9.602328188E0
1.755258768E0,-3.208230138E-1,9.428366661E0,1.807622313E0,9.605442402E0
1.765065737E0,-3.208230138E-1,9.424775124E0,1.793257117E0,9.599223126E0
1.775024066E0,-3.256114423E-1,9.427168846E0,1.808819413E0,9.604653192E0
1.784944090E0,-3.244143426E-1,9.430760384E0,1.796848416E0,9.605891438E0
1.795080378E0,-3.244143426E-1,9.421183586E0,1.808819413E0,9.598738068E0
1.805040761E0,-3.172317147E-1,9.421183586E0,1.804031014E0,9.597596784E0
1.814971682E0,-3.244143426E-1,9.429563522E0,1.810016513E0,9.607188593E0
1.825192299E0,-3.268085420E-1,9.427168846E0,1.810016513E0,9.604919367E0
1.835043284E0,-3.208230138E-1,9.424775124E0,1.812410712E0,9.602819697E0
1.845766068E0,-3.196259141E-1,9.430760384E0,1.816002011E0,9.609332206E0
1.855436341E0,-3.232172430E-1,9.428366661E0,1.814804912E0,9.606876920E0
1.865275409E0,-3.208230138E-1,9.425971985E0,1.814804912E0,9.604446477E0
1.875226558E0,-3.184288144E-1,9.421183586E0,1.811213613E0,9.598989104E0
1.885050310E0,-3.148375154E-1,9.437943459E0,1.807622313E0,9.614644966E0
1.894956795E0,-3.220201433E-1,9.440337181E0,1.804031014E0,9.616558166E0
1.905125741E0,-3.220201433E-1,9.425971985E0,1.813607812E0,9.604260415E0
1.917020734E0,-3.256114423E-1,9.428366661E0,1.790862918E0,9.602463783E0
1.926119637E0,-3.256114423E-1,9.428366661E0,1.790862918E0,9.602463783E0
1.935518412E0,-3.196259141E-1,9.423578262E0,1.808819413E0,9.600927854E0
1.945340690E0,-3.136404157E-1,9.425971985E0,1.813607812E0,9.603983104E0
1.955159120E0,-3.244143426E-1,9.430760384E0,1.805228114E0,9.607462445E0
1.965229794E0,-3.256114423E-1,9.425971985E0,1.811213613E0,9.603929686E0
1.975050782E0,-3.280056417E-1,9.431957245E0,1.807622313E0,9.609209312E0
1.985060494E0,-3.280056417E-1,9.430760384E0,1.800439715E0,9.606685812E0
1.994964361E0,-3.244143426E-1,9.423578262E0,1.807622313E0,9.600863001E0
2.005055253E0,-3.160346150E-1,9.421183586E0,1.818396211E0,9.600267851E0
2.014964006E0,-3.268085420E-1,9.421183586E0,1.812410712E0,9.599496683E0
2.024929997E0,-3.244143426E-1,9.423578262E0,1.813607812E0,9.601991732E0
2.034946118E0,-3.232172430E-1,9.427168846E0,1.807622313E0,9.604346946E0
2.045098110E0,-3.148375154E-1,9.440337181E0,1.813607812E0,9.618121545E0
2.055011086E0,-3.160346150E-1,9.416395187E0,1.806425214E0,9.593307472E0
2.064998980E0,-3.220201433E-1,9.434351921E0,1.804031014E0,9.610682652E0
2.076811807E0,-3.220201433E-1,9.431957245E0,1.808819413E0,9.609232129E0
2.085938455E0,-3.220201433E-1,9.431957245E0,1.808819413E0,9.609232129E0
2.095406883E0,-3.196259141E-1,9.423578262E0,1.806425214E0,9.600477074E0
2.105377998E0,-3.232172430E-1,9.427168846E0,1.820790410E0,9.606834003E0
2.115122644E0,-3.244143426E-1,9.433155060E0,1.807622313E0,9.610263133E0
2.125217103E0,-3.232172430E-1,9.431957245E0,1.813607812E0,9.610174824E0
2.135082353E0,-3.208230138E-1,9.427168846E0,1.798045516E0,9.602468825E0
2.145077113E0,-3.172317147E-1,9.433155060E0,1.810016513E0,9.610473980E0
2.155331785E0,-3.220201433E-1,9.422380447E0,1.812410712E0,9.600509510E0
2.165111881E0,-3.148375154E-1,9.429563522E0,1.814804912E0,9.607773298E0
2.175196304E0,-3.315969408E-1,9.433155060E0,1.818396211E0,9.612540543E0
2.185107318E0,-3.244143426E-1,9.435548782E0,1.805228114E0,9.612162818E0
2.195061627E0,-3.208230138E-1,9.427168846E0,1.810016513E0,9.604717572E0
2.205432505E0,-3.100491166E-1,9.424775124E0,1.813607812E0,9.602691804E0
2.215160939E0,-3.172317147E-1,9.421183586E0,1.801636815E0,9.597147042E0
2.225153229E0,-3.244143426E-1,9.424775124E0,1.814804912E0,9.603392508E0
2.235087707E0,-3.268085420E-1,9.430760384E0,1.817199111E0,9.609800094E0
2.245065754E0,-3.232172430E-1,9.428366661E0,1.820790410E0,9.608009419E0
2.255485272E0,-3.220201433E-1,9.425971985E0,1.807622313E0,9.603131951E0
2.265270578E0,-3.232172430E-1,9.421183586E0,1.808819413E0,9.598697683E0
2.275492215E0,-3.220201433E-1,9.423578262E0,1.800439715E0,9.599432661E0
2.285186732E0,-3.220201433E-1,9.423578262E0,1.800439715E0,9.599432661E0
2.295034693E0,-3.280056417E-1,9.425971985E0,1.802833915E0,9.602434362E0
2.304956278E0,-3.232172430E-1,9.434351921E0,1.821987510E0,9.614109633E0
2.314928763E0,-3.303998411E-1,9.429563522E0,1.802833915E0,9.606041974E0
2.325169198E0,-3.172317147E-1,9.424775124E0,1.804031014E0,9.601122330E0
2.335030510E0,-3.256114423E-1,9.428366661E0,1.810016513E0,9.606054366E0
2.345186634E0,-3.244143426E-1,9.421183586E0,1.804031014E0,9.597836878E0
2.355093811E0,-3.244143426E-1,9.437943459E0,1.802833915E0,9.614064256E0
2.365039353E0,-3.232172430E-1,9.433155060E0,1.813607812E0,9.611350429E0
2.374953816E0,-3.220201433E-1,9.427168846E0,1.806425214E0,9.604081501E0
2.384957845E0,-3.292027414E-1,9.419986725E0,1.805228114E0,9.597050218E0
2.395358114E0,-3.232172430E-1,9.423578262E0,1.808819413E0,9.601048085E0
2.405138535E0,-3.220201433E-1,9.425971985E0,1.820790410E0,9.605619321E0
2.415013459E0,-3.256114423E-1,9.428366661E0,1.813607812E0,9.606731702E0
2.425095609E0,-3.232172430E-1,9.429563522E0,1.812410712E0,9.607599606E0
2.434995304E0,-3.196259141E-1,9.433155060E0,1.814804912E0,9.611456288E0
2.445389214E0,-3.232172430E-1,9.429563522E0,1.811213613E0,9.607373853E0
2.455132393E0,-3.244143426E-1,9.428366661E0,1.813607812E0,9.606691202E0
2.465118487E0,-3.256114423E-1,9.433155060E0,1.796848416E0,9.608282959E0
2.475277237E0,-3.244143426E-1,9.417592049E0,1.807622313E0,9.594987394E0
2.485161639E0,-3.268085420E-1,9.428366661E0,1.812410712E0,9.606546430E0
2.495470949E0,-3.268085420E-1,9.419986725E0,1.812410712E0,9.598322057E0
2.505294328E0,-3.220201433E-1,9.428366661E0,1.801636815E0,9.604357869E0
2.515085991E0,-3.256114423E-1,9.427168846E0,1.806425214E0,9.604202586E0
2.525877630E0,-3.244143426E-1,9.433155060E0,1.801636815E0,9.609139101E0
2.535457590E0,-3.268085420E-1,9.434351921E0,1.804031014E0,9.610844286E0
2.545204211E0,-3.244143426E-1,9.433155060E0,1.798045516E0,9.608466409E0
2.555037886E0,-3.292027414E-1,9.427168846E0,1.810016513E0,9.605001128E0
2.564965739E0,-3.232172430E-1,9.419986725E0,1.811213613E0,9.597974476E0
2.574932921E0,-3.208230138E-1,9.415198326E0,1.805228114E0,9.592066277E0
2.585531928E0,-3.232172430E-1,9.415198326E0,1.813607812E0,9.593727232E0
2.595200729E0,-3.172317147E-1,9.431957245E0,1.807622313E0,9.608847582E0
2.605130468E0,-3.268085420E-1,9.423578262E0,1.816002011E0,9.602525418E0
2.615342655E0,-3.232172430E-1,9.430760384E0,1.813607812E0,9.609000161E0
2.625481118E0,-3.172317147E-1,9.427168846E0,1.812410712E0,9.605049766E0
2.635176470E0,-3.303998411E-1,9.423578262E0,1.801636815E0,9.599942007E0
2.645249198E0,-3.256114423E-1,9.417592049E0,1.799242616E0,9.593452809E0
2.655061968E0,-3.172317147E-1,9.425971985E0,1.806425214E0,9.602747309E0
2.665118822E0,-3.256114423E-1,9.423578262E0,1.818396211E0,9.602937824E0
2.674997822E0,-3.148375154E-1,9.422380447E0,1.811213613E0,9.600045349E0
2.684938363E0,-3.244143426E-1,9.421183586E0,1.816002011E0,9.600094173E0
2.694966915E0,-3.315969408E-1,9.416395187E0,1.812410712E0,9.594961566E0
2.705010306E0,-3.184288144E-1,9.434351921E0,1.799242616E0,9.609665294E0
2.714942001E0,-3.232172430E-1,9.429563522E0,1.800439715E0,9.605348551E0
2.725290661E0,-3.292027414E-1,9.430760384E0,1.816002011E0,9.609655517E0
2.735141918E0,-3.184288144E-1,9.428366661E0,1.810016513E0,9.605813583E0
2.745233484E0,-3.220201433E-1,9.428366661E0,1.810016513E0,9.605933304E0
2.755097939E0,-3.280056417E-1,9.423578262E0,1.804031014E0,9.600309519E0
2.765152042E0,-3.256114423E-1,9.421183586E0,1.801636815E0,9.597427686E0
2.775228963E0,-3.208230138E-1,9.419986725E0,1.805228114E0,9.596766427E0
2.785122970E0,-3.232172430E-1,9.419986725E0,1.811213613E0,9.597974476E0
2.795063099E0,-3.232172430E-1,9.436745644E0,1.811213613E0,9.614423149E0
2.805065533E0,-3.136404157E-1,9.431957245E0,1.808819413E0,9.608954961E0
2.814989198E0,-3.184288144E-1,9.436745644E0,1.814804912E0,9.614940568E0
2.824959676E0,-3.208230138E-1,9.428366661E0,1.807622313E0,9.605442402E0
2.834951087E0,-3.220201433E-1,9.419986725E0,1.802833915E0,9.596356444E0
2.845010725E0,-3.292027414E-1,9.423578262E0,1.795651317E0,9.598779368E0
2.854964658E0,-3.136404157E-1,9.421183586E0,1.806425214E0,9.597929075E0
2.864993240E0,-3.256114423E-1,9.429563522E0,1.817199111E0,9.608584893E0
2.874939119E0,-3.268085420E-1,9.435548782E0,1.808819413E0,9.612919032E0
2.885031069E0,-3.256114423E-1,9.428366661E0,1.818396211E0,9.607636831E0
2.895002435E0,-3.172317147E-1,9.427168846E0,1.806425214E0,9.603922140E0
2.904940279E0,-3.196259141E-1,9.425971985E0,1.796848416E0,9.601029779E0
2.914979175E0,-3.268085420E-1,9.434351921E0,1.804031014E0,9.610844286E0
2.925026618E0,-3.244143426E-1,9.431957245E0,1.821987510E0,9.611800072E0
2.934960391E0,-3.280056417E-1,9.430760384E0,1.826775908E0,9.611656430E0
2.945039179E0,-3.268085420E-1,9.428366661E0,1.818396211E0,9.607677477E0
2.954958078E0,-3.256114423E-1,9.427168846E0,1.810016513E0,9.604878710E0
2.965015288E0,-3.268085420E-1,9.427168846E0,1.801636815E0,9.603343766E0
2.975316107E0,-3.292027414E-1,9.414001465E0,1.799242616E0,9.590050678E0
2.985221829E0,-3.339911401E-1,9.428366661E0,1.806425214E0,9.605666038E0
2.996713596E0,-3.256114423E-1,9.421183586E0,1.819593310E0,9.600814694E0
3.005948203E0,-3.184288144E-1,9.429563522E0,1.827973008E0,9.610387633E0
3.015924335E0,-3.220201433E-1,9.429563522E0,1.812410712E0,9.607559408E0
3.025992297E0,-3.268085420E-1,9.424775124E0,1.813607812E0,9.603247537E0
3.035480731E0,-3.208230138E-1,9.430760384E0,1.814804912E0,9.609145939E0
3.045371536E0,-3.268085420E-1,9.416395187E0,1.796848416E0,9.591869806E0
3.055172095E0,-3.280056417E-1,9.421183586E0,1.812410712E0,9.599537513E0
3.065120656E0,-3.196259141E-1,9.433155060E0,1.808819413E0,9.610327922E0
3.075189416E0,-3.172317147E-1,9.430760384E0,1.812410712E0,9.608574814E0
3.085148431E0,-3.256114423E-1,9.430760384E0,1.818396211E0,9.609985900E0
3.095046350E0,-3.256114423E-1,9.424775124E0,1.814804912E0,9.603433022E0
3.105078408E0,-3.148375154E-1,9.430760384E0,1.810016513E0,9.608044747E0
3.115022588E0,-3.232172430E-1,9.425971985E0,1.814804912E0,9.604526751E0
3.125061085E0,-3.232172430E-1,9.427168846E0,1.816002011E0,9.605927605E0
3.134962052E0,-3.232172430E-1,9.430760384E0,1.817199111E0,9.609678632E0
3.145412171E0,-3.196259141E-1,9.427168846E0,1.816002011E0,9.605807435E0
3.155189131E0,-3.268085420E-1,9.429563522E0,1.820790410E0,9.609305374E0
3.165092950E0,-3.172317147E-1,9.431957245E0,1.813607812E0,9.609975376E0
3.174999156E0,-3.256114423E-1,9.423578262E0,1.804031014E0,9.600228017E0
3.184996009E0,-3.256114423E-1,9.423578262E0,1.805228114E0,9.600453043E0
3.194937431E0,-3.244143426E-1,9.422380447E0,1.804031014E0,9.599011713E0
3.204968819E0,-3.184288144E-1,9.427168846E0,1.813607812E0,9.605315334E0
3.214924409E0,-3.303998411E-1,9.435548782E0,1.824381709E0,9.615982191E0
3.225205823E0,-3.196259141E-1,9.435548782E0,1.807622313E0,9.612452339E0
3.235232207E0,-3.196259141E-1,9.427168846E0,1.807622313E0,9.604226757E0
3.245067899E0,-3.232172430E-1,9.430760384E0,1.820790410E0,9.610358397E0
3.254971058E0,-3.292027414E-1,9.417592049E0,1.810016513E0,9.595601816E0
3.264929460E0,-3.100491166E-1,9.427168846E0,1.818396211E0,9.605946475E0
3.274919859E0,-3.220201433E-1,9.425971985E0,1.808819413E0,9.603357356E0
3.284950267E0,-3.244143426E-1,9.423578262E0,1.814804912E0,9.602217910E0
3.294916955E0,-3.292027414E-1,9.437943459E0,1.812410712E0,9.616027442E0
3.305092669E0,-3.292027414E-1,9.434351921E0,1.820790410E0,9.614085933E0
3.315088391E0,-3.160346150E-1,9.435548782E0,1.818396211E0,9.614365475E0
